ST	dnaE	gyrB	recA	dtdS	pntA	pyrC	tnaA	clonal_complex
775	31	16	13	36	33	11	19	no
776	49	314	38	219	26	203	26	no
777	51	104	178	146	28	45	12	no
778	28	23	31	198	4	80	179	no
779	100	122	31	69	47	202	99	no
780	44	297	73	33	53	101	33	no
781	31	132	73	13	4	145	1	no
782	35	104	26	13	100	5	47	no
783	28	4	82	88	63	140	1	no
784	35	43	38	21	31	37	37	no
785	35	138	101	116	80	4	57	no
786	98	4	112	107	77	4	23	no
787	3	4	19	4	29	48	22	yes
788	98	4	30	32	77	48	82	no
789	14	30	141	78	4	35	13	no
790	51	73	46	13	18	249	24	no
791	5	41	217	198	26	48	48	no
792	230	167	136	224	50	177	17	no
793	242	16	195	187	31	165	17	no
794	233	75	64	67	26	7	17	no
795	36	273	3	232	28	27	149	no
796	233	106	242	296	41	267	33	no
797	243	341	173	181	113	266	191	no
798	178	272	3	76	141	210	26	no
799	28	4	82	88	63	187	1	no
800	214	342	3	297	61	14	23	no
801	3	153	243	185	69	262	26	no
802	98	286	244	206	174	224	155	no
803	155	106	181	19	175	248	23	no
804	144	92	69	114	54	71	192	no
805	35	343	89	29	61	188	13	no
806	244	41	107	42	37	40	33	no
807	176	197	245	298	6	39	66	no
808	69	87	119	117	46	111	12	no
809	215	344	144	76	48	232	26	no
810	28	144	116	138	26	177	61	no
811	29	7	22	12	20	22	24	no
812	11	48	82	48	26	48	26	no
813	33	261	93	151	176	52	194	no
814	27	226	73	27	26	18	37	no
815	71	345	246	167	177	69	47	no
816	3	111	167	188	116	5	33	no
817	48	5	41	299	140	7	108	no
818	245	346	239	300	19	269	99	no
819	246	235	25	126	26	11	42	no
820	247	250	209	248	26	130	13	no
821	10	106	31	18	23	150	26	no
822	218	347	180	35	23	270	195	no
823	25	106	25	270	27	271	47	no
824	19	82	226	301	69	54	86	no
825	31	276	135	74	37	212	54	no
826	31	348	247	224	26	5	189	no
827	213	106	24	253	10	5	94	no
828	5	41	135	19	173	272	23	no
829	28	106	82	27	18	69	26	no
830	1	4	25	4	29	4	196	no
831	28	349	102	284	4	141	26	no
832	28	349	102	284	26	141	26	no
833	49	350	90	89	4	11	51	no
834	19	351	25	302	157	274	197	no
835	26	104	210	303	28	275	61	no
836	207	104	210	304	28	276	61	no
837	55	15	31	305	18	58	46	no
838	55	352	4	26	6	18	26	no
839	248	104	67	306	28	78	198	no
840	51	115	248	19	178	204	199	no
841	51	43	62	307	50	82	12	no
842	249	353	249	308	37	216	200	no
843	167	4	152	103	107	153	47	no
844	254	193	151	169	26	152	201	no
845	35	154	25	50	26	277	112	no
846	60	354	250	305	26	54	84	no
847	148	355	74	19	127	101	202	no
848	251	235	63	311	174	278	17	no
849	5	58	251	129	120	45	203	no
850	207	356	118	220	179	279	23	no
851	73	108	67	312	18	231	108	no
852	253	106	141	112	31	11	51	no
853	257	34	81	19	23	117	98	no
854	255	272	75	108	47	3	94	no
855	256	214	145	13	28	43	47	no
856	3	106	31	168	21	5	9	no
857	51	290	201	292	65	73	26	no
858	12	91	38	73	78	46	47	no
859	208	300	213	29	147	46	24	no
860	35	53	134	19	26	71	41	no
861	28	106	82	204	31	7	26	no
862	181	4	67	151	6	263	13	no
863	2	198	72	94	26	7	94	no
864	3	230	61	268	2	245	2	no
865	35	138	101	116	80	3	57	no
866	111	5	77	34	20	171	24	no
867	44	24	193	41	128	203	29	no
868	174	84	193	66	3	156	38	no
869	114	104	38	19	18	23	17	no
870	212	195	11	69	18	45	153	no
871	126	254	204	19	46	180	57	no
872	93	106	75	205	117	61	47	no
873	7	106	220	19	26	203	33	no
874	230	283	31	29	39	96	23	no
875	151	34	31	229	26	3	51	no
876	81	156	30	67	46	23	115	no
877	176	197	71	160	6	39	66	no
878	33	283	31	201	23	18	23	no
879	204	226	127	181	26	171	1	no
880	7	217	61	76	128	131	64	no
881	153	13	134	13	83	3	9	no
882	61	298	71	19	28	92	51	no
883	3	141	31	29	151	10	77	no
884	153	153	134	46	83	46	94	no
885	51	23	206	248	26	252	17	no
886	51	4	19	4	29	4	22	yes
887	137	198	144	82	18	152	86	no
888	28	39	230	19	61	195	1	no
889	92	106	74	102	28	3	20	no
890	92	106	25	102	28	3	20	no
891	208	300	213	76	147	46	24	no
892	8	168	98	13	56	45	57	no
893	10	58	62	95	50	85	2	no
894	35	269	101	167	80	79	57	no
895	80	43	49	74	26	7	34	no
896	28	17	21	119	20	23	24	no
897	205	106	19	3	26	120	57	no
898	227	357	188	191	28	168	23	no
899	47	58	67	19	21	195	26	no
900	33	212	220	318	23	18	153	no
901	133	4	134	306	74	284	205	no
902	237	25	145	319	26	176	54	no
903	31	312	25	313	26	247	24	no
904	145	136	18	314	4	280	57	no
905	60	22	217	315	26	78	26	no
906	31	50	77	316	1	61	57	no
907	35	82	81	317	26	135	26	no
908	188	106	199	29	26	283	9	no
909	22	106	178	13	165	285	41	no
910	112	217	93	163	6	286	23	no
911	175	72	168	216	130	281	32	no
912	180	139	3	35	26	282	13	no
913	112	132	201	13	4	238	206	no
914	112	132	201	13	4	238	207	no
915	19	330	76	19	61	3	208	no
916	98	4	112	107	77	97	204	no
917	44	106	252	126	28	268	193	no
918	29	339	75	123	4	18	46	no
919	93	224	75	139	117	223	124	no
920	3	34	103	74	111	292	210	no
921	131	221	19	325	182	163	26	no
922	258	361	254	326	183	293	211	no
923	201	101	255	135	26	294	17	no
924	3	8	72	327	26	79	212	no
925	259	362	256	328	4	295	37	no
926	151	363	31	229	26	3	30	no
927	97	364	135	329	184	45	213	no
928	175	365	144	330	28	11	26	no
929	132	165	257	110	28	116	12	no
930	97	25	258	29	185	37	1	no
931	42	147	72	136	66	296	214	no
932	260	366	76	331	21	146	61	no
933	31	367	259	332	83	3	23	no
934	126	368	25	333	50	297	33	no
935	261	369	187	334	4	298	59	no
936	262	370	78	335	186	286	215	no
937	28	4	64	88	63	69	26	no
938	97	25	258	336	23	37	188	no
939	3	131	210	126	28	226	24	no
940	272	4	25	108	190	263	86	no
941	44	372	61	90	26	262	12	no
942	42	117	31	13	187	46	23	no
943	265	104	261	41	34	233	41	no
944	111	17	262	123	85	37	87	no
945	266	316	263	337	150	11	62	no
946	42	1	80	27	60	300	20	no
947	133	373	71	170	189	74	86	no
948	51	104	3	338	46	45	24	no
949	31	336	264	339	26	45	24	no
950	3	374	31	214	26	119	54	no
951	42	153	61	340	56	17	9	no
952	269	25	266	280	50	78	94	no
953	270	51	61	341	4	301	37	no
954	271	4	267	170	188	302	2	no
955	264	364	67	330	184	11	132	no
956	48	5	260	261	140	7	108	no
957	267	372	61	181	21	262	12	no
958	268	123	265	98	18	303	54	no
959	31	371	67	13	4	299	1	no
960	43	41	27	42	37	40	33	no
961	5	137	125	50	23	196	79	no
962	11	48	112	48	26	48	26	no
963	51	25	30	314	23	78	26	no
964	170	224	75	139	50	18	124	no
965	158	23	65	74	66	154	33	no
966	12	312	25	342	26	37	132	no
967	93	375	71	29	4	45	17	no
968	115	376	31	35	47	69	26	no
969	81	212	75	84	63	26	47	no
970	27	324	61	343	50	54	44	no
971	27	8	166	19	28	46	121	no
972	31	377	268	224	26	73	23	no
973	27	324	61	263	50	54	216	no
974	31	136	60	180	191	212	132	no
975	42	134	99	164	26	41	26	no
976	3	378	269	19	192	46	33	no
977	26	212	91	69	23	5	26	no
978	273	41	183	135	26	79	212	no
979	80	379	269	150	192	304	57	no
980	274	106	270	280	46	78	94	NO
981	175	22	168	121	130	17	73	no
982	109	136	114	201	83	107	83	no
983	27	324	61	164	50	54	44	no
984	49	209	249	50	112	37	23	no
985	28	106	82	251	18	38	2	no
986	48	5	41	299	140	305	108	no
987	196	380	19	29	193	176	61	no
