ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
2328	2	38	1	1	7	1	89
2329	18	22	26	108	11	13	165
2330	4	1	1	1	3	7	6
2331	16	18	21	44	53	17	85
2332	38	19	82	39	107	51	148
2333	2	6	13	2	177	1	39
2334	18	22	26	61	11	13	50
2335	17	19	39	39	113	21	53
2336	2	6	5	1	1	58	223
2337	17	19	39	20	156	127	52
2338	38	66	114	8	45	20	1
2339	5	1	11	8	7	58	24
2340	65	59	86	79	136	82	6
2341	33	42	101	99	40	57	91
2342	4	1	1	8	12	1	2
2343	4	31	2	2	1	10	43
2344	2	5	10	1	1	4	25
2345	17	19	69	112	185	21	52
2346	4	3	1	1	1	107	16
2347	2	3	1	2	10	4	12
2348	50	19	53	39	100	18	162
2349	2	10	13	1	4	1	25
2350	16	4	21	27	47	22	67
2351	17	19	28	20	34	18	148
2352	18	22	25	63	171	13	179
2353	3	4	6	1	7	4	18
2354	42	22	192	64	269	20	312
2355	18	22	18	61	11	13	51
2356	2	3	1	1	9	4	4
2357	2	6	1	5	11	1	347
2358	3	4	6	156	7	4	38
2359	130	1	1	1	4	4	4
2360	131	22	193	157	11	133	348
2361	2	5	2	2	7	1	18
2362	45	18	21	49	155	17	67
2363	2	5	1	1	9	1	13
2364	2	1	2	1	12	4	23
2365	2	3	2	1	9	4	12
2366	42	22	26	63	11	13	158
2367	2	114	1	1	12	4	349
2368	16	115	21	53	47	33	67
2369	2	1	33	1	1	4	13
2370	2	9	1	1	13	1	16
2371	85	1	2	1	9	21	112
2372	2	6	157	5	4	1	6
2373	10	53	113	83	129	58	24
2374	98	70	2	13	166	81	219
2375	4	1	1	20	9	4	17
2376	2	1	1	37	10	23	9
2377	28	24	21	53	47	17	134
2378	85	70	81	13	159	40	219
2379	2	1	1	1	9	72	12
2380	2	1	1	1	9	62	291
2381	2	6	1	5	11	2	15
2382	2	1	2	158	1	1	6
2383	2	1	2	1	4	1	4
2384	2	53	3	20	1	4	18
2385	2	1	65	2	5	1	350
2386	16	24	21	49	76	134	67
2387	4	31	13	1	1	1	87
2388	16	24	21	27	39	22	176
2389	38	19	39	20	206	127	148
2390	2	5	6	4	1	2	25
2391	14	9	2	1	7	4	182
2392	2	1	172	1	9	1	116
2393	87	1	1	1	10	4	13
2394	126	3	1	1	4	4	351
2395	133	27	19	1	47	135	10
2396	4	1	1	97	9	4	64
2397	2	1	1	1	16	1	13
2398	135	3	2	1	10	1	13
2399	2	9	81	1	9	1	16
2400	2	1	2	1	10	137	120
2401	38	19	53	40	73	21	130
2402	4	20	2	1	144	1	4
2403	2	3	101	1	21	15	352
2404	2	1	2	18	1	4	110
2405	2	1	11	1	9	1	21
2406	3	106	20	18	271	4	4
2407	2	1	99	1	9	5	5
2408	2	1	2	37	27	1	39
2409	16	45	21	27	57	136	67
2410	4	1	13	2	10	44	6
2411	2	1	17	1	1	4	23
2412	30	18	21	31	47	22	67
2413	2	1	1	1	140	25	19
2414	2	1	2	159	10	24	135
2415	6	1	1	1	9	1	43
2416	2	1	1	1	7	1	18
2417	2	3	2	1	26	15	23
2418	15	1	1	1	10	4	6
2419	10	1	196	1	12	1	38
2420	14	1	1	1	9	1	13
2421	17	19	82	39	272	21	148
2422	134	106	20	18	1	4	4
2423	4	1	1	2	27	1	4
2424	2	1	37	1	3	1	2
2425	6	1	2	1	1	1	14
2426	4	3	1	1	9	10	14
2427	2	9	2	1	13	1	23
2428	2	9	1	1	1	1	129
2429	7	47	1	1	1	1	4
2430	3	1	2	1	9	1	10
2431	60	24	21	53	54	22	353
2432	17	19	156	160	273	21	52
2433	2	106	4	158	248	1	19
2434	4	2	10	1	274	4	25
2435	2	1	1	4	9	1	12
2436	4	1	1	1	12	4	46
2437	4	3	1	1	1	10	25
2438	4	1	2	1	16	44	182
2439	2	5	2	1	26	4	2
2440	3	5	95	1	7	1	12
2441	2	1	2	1	12	4	9
2442	2	2	2	1	1	1	2
2443	16	18	194	154	270	22	75
2444	2	1	195	13	1	1	13
2445	132	1	1	1	9	4	16
2446	2	1	2	37	45	1	9
2447	14	1	2	1	9	1	23
2448	4	3	1	36	9	10	127
2449	2	3	2	161	4	1	15
2450	2	1	1	1	230	1	12
2451	2	1	2	1	9	1	9
2452	2	116	1	18	275	4	10
2453	2	1	1	1	7	4	271
2454	136	3	2	3	1	1	6
2455	4	1	20	1	7	4	12
2456	28	24	21	53	47	22	67
2457	2	1	2	6	101	1	129
2458	2	1	1	1	12	1	38
2459	2	1	5	1	9	4	13
2460	42	22	26	96	233	38	51
2461	3	1	2	4	1	9	4
2462	16	18	43	49	47	30	71
2463	16	18	21	38	47	17	67
2464	16	24	21	27	54	17	71
2465	16	18	21	27	137	22	103
2466	139	119	197	164	276	83	354
2467	2	3	1	4	6	2	38
2468	16	18	21	49	176	22	152
2469	16	24	21	38	278	22	73
2470	16	18	30	49	47	22	207
2471	2	1	1	1	232	1	13
2472	16	24	60	33	53	22	67
2473	2	51	1	4	17	15	355
2474	2	2	198	1	7	1	24
2475	16	18	21	38	52	57	356
2476	42	22	26	64	154	20	154
2477	16	24	21	27	146	59	75
2478	18	15	26	61	32	20	312
2479	45	24	21	106	146	59	75
2480	2	3	1	8	12	1	12
2481	2	1	5	1	2	8	24
2482	2	1	11	1	7	1	13
2483	18	22	26	59	280	141	357
2484	2	121	1	1	7	4	18
2485	2	1	1	87	10	1	12
2486	114	84	163	135	281	143	214
2487	2	1	11	1	1	1	358
2488	16	32	21	33	47	22	361
2489	18	23	152	22	11	13	51
2490	16	24	21	27	47	30	75
2491	142	24	21	27	52	22	152
2492	2	3	2	2	6	4	250
2493	4	1	1	37	21	1	30
2494	10	1	2	37	45	4	9
2495	18	23	55	89	11	41	51
2496	2	10	1	1	14	3	299
2497	3	1	2	4	1	46	4
2498	4	1	1	1	12	1	363
2499	4	1	2	52	1	1	362
2500	2	1	1	1	10	1	218
2501	2	1	2	1	4	150	87
2502	2	6	1	5	4	46	6
2503	19	23	25	63	94	91	227
2504	2	20	1	1	4	4	4
2505	2	1	1	2	283	4	13
2506	25	33	1	26	284	1	56
2507	17	19	39	20	228	21	364
2508	16	24	21	53	176	22	124
2509	148	1	1	1	4	4	4
2510	4	1	5	1	1	11	112
2511	149	45	42	27	132	66	67
2512	10	20	2	39	7	1	14
2513	2	3	1	1	7	4	12
2514	2	1	1	1	4	4	17
2515	2	1	2	1	1	1	19
2516	3	3	1	1	1	1	27
2517	16	45	21	27	55	22	200
2518	29	24	59	49	44	22	85
2519	4	5	1	1	10	1	31
2520	2	1	2	1	9	1	42
2521	2	3	1	1	6	4	4
2522	2	1	1	37	10	4	18
2523	4	1	124	2	7	4	91
2524	1	6	2	35	10	24	19
2525	4	1	1	8	2	1	6
2526	2	6	1	5	4	1	1
2527	1	1	1	1	1	1	10
2528	1	1	1	1	1	1	12
2529	1	1	1	1	1	1	27
2530	2	1	1	6	7	1	6
2531	18	22	26	63	85	20	6
2532	2	1	67	1	1	4	12
2533	2	1	41	1	1	1	6
2534	3	1	1	1	3	3	23
2535	2	3	1	1	9	7	4
2536	4	1	2	166	1	1	7
2537	71	1	1	1	16	4	164
2538	2	5	2	2	7	1	6
2539	1	1	1	1	26	1	1
2540	3	1	1	5	4	4	6
2541	3	2	4	1	9	4	177
2542	18	1	5	22	93	37	99
2543	97	1	5	1	17	4	42
2544	2	6	1	1	9	1	14
2545	18	22	26	22	11	13	99
2546	10	5	1	1	1	10	59
2547	17	55	39	20	122	18	156
2548	2	6	1	3	8	1	1
2549	2	1	37	1	3	1	56
2550	18	23	26	22	11	13	194
2551	29	18	21	53	47	22	188
2552	2	3	1	6	12	1	12
2553	16	18	21	148	92	22	178
2554	2	3	2	1	9	4	269
2555	2	1	1	1	285	1	18
2556	2	1	1	20	232	4	13
2557	2	1	1	4	9	4	13
2558	42	22	18	22	167	13	49
2559	18	22	26	64	143	38	49
2560	2	1	38	172	10	4	18
2561	114	127	163	135	286	83	365
2562	18	15	18	16	11	13	366
2563	16	18	179	148	76	22	12
2564	1	1	1	176	1	1	1
2565	3	128	1	1	1	1	4
2566	2	1	1	1	1	1	129
2567	4	31	13	1	1	1	371
2568	3	4	6	20	7	4	4
2569	65	59	189	79	136	81	209
2570	4	5	11	1	9	10	23
2571	3	3	1	1	7	1	4
2572	2	9	2	1	1	1	38
2573	2	1	125	1	1	1	12
2574	3	3	1	1	27	1	4
2575	18	22	26	64	107	103	4
2576	1	6	17	1	20	10	25
2577	18	22	18	22	25	1	6
2578	18	71	104	139	94	38	50
2579	17	19	39	20	34	18	39
2580	3	1	1	1	7	1	89
2581	10	1	1	14	26	1	12
2582	4	3	1	36	9	10	38
2583	38	19	53	58	289	21	156
2584	38	19	53	58	289	21	38
2585	2	1	1	1	9	1	409
2586	16	18	109	76	47	22	124
2587	4	5	1	1	9	1	64
2588	48	22	64	22	98	47	51
2589	2	1	3	1	335	1	1
2590	3	1	1	1	9	4	12
2591	16	45	21	27	336	22	67
2592	13	22	26	64	25	20	50
2593	42	22	55	22	79	41	51
2594	28	24	21	53	47	153	67
2595	2	3	2	20	7	7	13
2596	52	1	2	17	7	16	4
2597	2	1	6	4	1	4	139
2598	151	3	6	1	9	7	4
2599	2	1	2	1	7	152	7
2600	152	119	199	175	288	83	369
2601	2	1	11	1	9	4	242
2602	2	4	5	1	1	1	370
2603	6	5	1	1	12	1	4
2604	38	19	39	173	287	127	148
2605	114	84	163	27	58	83	301
2606	16	24	21	27	44	79	67
2607	42	15	18	63	31	37	51
2608	18	22	18	63	11	13	367
2609	72	18	36	27	76	29	67
2610	18	22	18	63	94	151	368
2611	16	45	21	32	94	22	188
2612	4	1	1	37	3	27	373
2613	2	3	2	1	1	4	13
2614	2	9	2	1	13	167	10
2615	2	1	62	199	10	4	110
2616	2	1	201	26	9	4	13
2617	2	7	2	1	9	4	37
2618	4	1	202	4	3	1	25
2619	2	1	1	1	7	1	372
2620	2	1	62	3	10	1	110
2621	2	1	1	1	4	131	4
2622	2	6	1	3	9	1	14
2623	2	83	1	1	247	1	9
2624	2	1	203	1	4	4	4
2625	2	1	2	1	2	1	12
2626	2	1	1	6	1	4	13
2627	16	24	21	27	194	154	259
2628	64	24	21	27	47	60	374
2629	2	3	1	1	3	4	375
2630	153	84	200	135	286	143	214
2631	16	18	21	49	68	22	67
2632	10	1	1	1	9	4	24
2633	2	6	1	5	4	1	376
2634	28	24	21	27	47	153	67
2635	17	19	28	20	290	18	52
2636	2	3	1	4	9	4	42
2637	17	19	188	20	138	18	197
2638	17	19	39	39	202	21	377
2639	18	22	18	63	127	13	51
2640	2	1	1	1	1	4	13
2641	2	6	2	1	1	57	9
2642	2	1	1	6	7	4	271
2643	2	1	2	1	1	4	123
2644	42	22	18	22	93	13	51
2645	16	24	21	62	39	22	67
2646	4	1	2	52	1	138	7
2647	2	3	2	2	6	1	10
2648	2	5	1	1	7	1	6
2649	42	22	18	63	167	13	320
2650	42	23	25	59	11	38	99
2651	2	9	2	3	9	4	16
2652	2	3	2	1	20	4	12
2653	18	22	26	110	234	20	169
2654	2	1	1	1	7	4	4
2655	2	1	1	2	27	4	4
2656	18	22	56	167	11	37	50
2657	4	3	1	1	12	1	4
2658	2	2	1	1	12	4	2
2659	2	3	1	1	1	4	13
2660	17	19	39	20	156	21	52
2661	4	7	2	1	9	4	25
2662	2	3	2	26	9	4	386
2663	17	19	28	39	51	21	385
2664	145	19	175	20	297	21	310
2665	2	1	145	1	1	1	6
2666	38	63	82	20	138	18	148
2667	3	3	1	1	1	1	10
2668	7	1	2	2	1	1	25
2669	2	1	5	1	4	4	388
2670	4	1	5	1	7	11	24
2671	38	19	53	58	73	21	53
2672	17	19	28	20	117	18	148
2673	18	22	26	22	94	20	51
2674	2	1	2	4	1	1	4
2675	50	19	112	39	272	63	162
2676	17	55	96	20	138	18	277
2677	4	3	1	1	296	4	61
2678	50	19	122	39	272	63	162
2679	154	1	11	1	298	1	13
2680	2	1	2	37	8	1	387
2681	18	15	18	61	93	37	389
2682	17	19	39	20	299	18	52
2683	143	3	2	1	1	4	56
2684	18	15	204	22	115	13	51
2685	18	22	25	59	291	61	147
2686	18	22	18	162	11	37	99
2687	137	22	26	63	115	13	114
2688	18	15	26	96	292	13	51
2689	18	23	56	61	11	38	380
2690	2	6	1	1	1	4	42
2691	4	1	1	1	1	1	6
2692	3	1	1	1	2	1	381
2693	2	1	2	163	294	13	271
2694	2	4	2	1	1	4	382
2695	2	1	1	1	4	4	373
2696	18	22	18	90	115	13	51
2697	18	22	55	16	269	13	383
2698	18	22	56	61	193	92	169
2699	18	22	25	169	25	128	51
2700	20	22	85	61	295	61	384
2701	4	1	1	1	1	1	363
2702	2	1	4	177	1	1	47
2703	2	1	11	1	9	8	24
2704	18	22	207	61	11	142	237
2705	18	15	55	22	115	13	227
2706	2	3	1	1	9	4	271
2707	18	22	208	179	300	142	99
2708	18	22	18	22	32	37	51
2709	4	1	209	20	9	4	35
2710	118	1	1	1	7	4	87
2711	2	1	1	1	9	10	12
2712	42	22	135	59	11	38	51
2713	2	1	11	178	10	10	12
2714	2	5	1	20	9	4	9
2715	2	3	1	1	7	4	23
2716	10	1	2	1	9	4	9
2717	152	119	197	104	288	83	390
2718	2	5	118	1	10	1	391
2719	2	1	151	87	7	1	12
2720	42	22	26	96	86	20	51
2721	18	22	55	22	269	13	194
2722	60	24	21	27	47	17	67
2723	49	1	1	1	10	4	13
2724	2	1	62	2	10	4	110
2725	56	18	30	27	164	59	173
2726	2	1	5	3	4	4	8
2727	18	22	55	63	115	13	316
2728	1	1	211	1	1	1	1
2729	3	5	4	181	9	4	177
2730	2	3	21	2	6	22	4
2731	2	1	2	6	12	1	12
2732	2	1	1	1	9	4	392
2733	2	1	1	180	9	144	12
2734	4	1	1	13	20	10	25
2735	2	1	1	37	3	27	13
2736	18	22	56	16	11	38	99
2737	1	6	1	1	1	1	67
2738	16	18	21	49	41	22	67
2739	4	1	2	52	1	1	393
2740	16	24	21	53	146	84	74
2741	65	59	86	182	260	82	209
2742	17	19	28	20	34	18	394
2743	4	1	1	1	69	100	13
2744	11	10	13	1	17	4	186
2745	127	3	1	1	129	4	59
2746	2	1	1	2	16	4	23
2747	61	1	1	2	152	1	36
2748	102	1	2	17	27	1	39
2749	98	19	28	20	117	18	275
2750	4	6	1	1	8	1	325
2751	101	1	1	1	1	1	101
2752	115	18	57	62	76	22	104
2753	1	1	88	37	9	10	64
2754	2	1	1	1	164	1	212
2755	3	1	88	1	3	3	1
2756	98	19	28	20	117	18	148
2757	1	1	2	1	12	1	109
2758	102	1	180	17	27	1	1
2759	115	24	42	27	47	66	183
2760	2	1	1	26	10	1	15
2761	133	1	2	17	27	1	39
2762	2	1	2	17	27	1	173
2763	1	1	13	1	3	1	25
2764	101	9	153	1	13	1	173
2765	124	6	1	3	8	1	17
2766	1	1	1	1	1	1	101
2767	6	1	2	1	1	1	300
2768	2	1	1	26	10	1	173
2769	2	1	1	1	7	1	42
2770	17	63	83	39	272	18	148
2771	17	19	39	20	228	21	52
2772	2	6	1	3	8	1	17
2773	2	7	1	2	61	4	132
2774	1	1	2	1	7	4	2
2775	2	1	88	5	4	1	6
2776	2	3	1	1	7	1	212
2777	2	1	1	17	27	1	39
2778	17	19	39	20	156	21	197
2779	11	1	153	1	12	1	46
2780	2	1	153	37	7	26	15
2781	3	1	1	1	1	1	325
2782	17	63	82	39	272	18	148
2783	3	1	1	1	3	3	325
2784	2	1	1	3	152	1	15
2785	2	1	2	4	7	4	4
2786	42	22	56	16	32	13	51
2787	38	63	92	84	133	63	148
2788	18	22	26	183	151	13	51
2789	69	19	90	20	125	18	99
2790	16	24	21	31	301	40	67
2791	3	4	1	1	1	5	91
2792	3	10	1	1	1	1	4
2793	2	1	1	1	1	1	23
2794	2	1	1	1	302	1	4
2795	3	3	1	1	256	1	4
2796	2	1	1	26	56	4	110
2797	2	1	1	1	7	145	4
2798	2	1	1	1	12	31	30
2799	2	1	1	37	10	1	2
2800	2	1	2	1	9	1	18
2801	2	1	5	2	7	1	91
2802	2	1	11	4	7	4	13
2803	2	1	11	187	7	4	13
2804	2	1	172	1	21	4	12
2805	2	2	1	1	16	94	211
2806	2	3	1	1	4	4	13
2807	2	3	1	1	4	4	15
2808	2	3	1	185	10	1	19
2809	2	5	216	1	21	25	397
2810	2	6	1	1	26	1	30
2811	2	60	11	1	307	8	24
2812	2	60	215	1	3	4	43
2813	3	1	5	1	1	4	223
2814	4	1	2	1	1	1	247
2815	4	2	2	1	247	4	25
2816	7	40	169	26	1	1	398
2817	10	1	1	1	9	4	112
2818	16	18	21	32	47	22	103
2819	16	18	21	38	53	22	67
2820	16	24	21	53	47	60	103
2821	16	24	213	66	50	147	67
2822	17	19	28	20	51	18	196
2823	17	19	28	20	289	18	52
2824	17	19	28	20	306	21	197
2825	17	19	39	20	308	21	399
2826	17	19	39	188	305	21	276
2827	17	19	79	39	34	18	52
2828	18	22	18	22	25	37	395
2829	42	22	56	139	193	61	400
2830	65	59	86	182	260	82	396
2831	156	117	214	186	304	155	11
2832	1	1	1	1	1	1	401
2833	155	1	62	3	303	87	110
2834	3	3	1	52	1	45	79
2835	2	1	198	6	7	51	7
2836	2	1	2	1	10	1	38
2837	2	1	1	6	7	1	69
2838	101	1	1	3	8	1	17
2839	10	1	17	1	12	1	12
2840	2	1	44	1	9	4	110
2841	2	1	5	1	9	4	12
2842	18	22	1	184	269	13	285
2843	14	5	2	1	7	1	23
2844	3	2	4	181	9	4	177
2845	16	18	21	76	42	22	73
2846	2	1	2	1	1	5	12
2847	2	1	1	1	1	156	12
2848	157	1	1	1	1	4	12
2849	158	3	2	2	6	4	160
2850	2	60	210	1	1	1	402
2851	52	1	20	1	1	1	7
2852	1	1	2	52	1	1	7
2853	17	55	28	20	117	21	162
2854	3	1	1	1	1	1	31
2855	18	22	26	22	31	13	51
2856	3	3	2	1	1	1	4
2857	3	1	2	4	1	1	18
2859	1	6	1	1	1	10	1
2860	2	1	2	1	4	87	4
2861	2	1	1	1	9	4	69
2862	120	1	2	1	4	4	4
2863	3	4	6	1	4	4	38
2864	1	1	1	1	4	146	4
2865	2	6	1	3	26	1	12
2866	2	6	17	1	26	10	25
2867	2	9	2	1	13	46	16
2868	1	1	1	1	213	1	4
2869	2	1	1	1	9	4	13
2870	2	1	1	1	10	4	4
2871	2	1	1	4	1	4	13
2872	2	1	1	18	12	4	6
2873	2	1	1	18	12	4	12
2874	2	1	2	1	1	1	31
2875	2	1	2	1	4	4	10
2876	2	1	2	2	9	4	12
2877	2	1	2	2	45	4	9
2878	2	1	32	1	9	23	112
2879	2	1	37	2	3	1	4
2880	2	1	38	1	10	1	31
2881	2	1	58	13	16	15	4
2882	2	3	1	1	7	1	13
2883	2	3	1	1	9	1	2
2884	2	3	6	63	9	7	4
2885	2	6	1	1	1	4	4
2886	2	9	2	1	13	91	16
2887	2	9	158	1	13	1	4
2888	2	47	2	1	135	1	10
2889	2	53	1	1	1	1	56
2890	2	66	114	69	9	94	140
2891	2	81	2	35	10	24	19
2892	3	1	2	1	1	108	4
2893	3	3	1	1	1	8	18
2894	3	4	1	1	7	4	10
2895	4	3	1	2	1	27	6
2896	4	4	1	1	7	4	19
2897	4	4	1	1	7	73	10
2898	4	4	1	1	7	107	10
2899	4	4	70	8	7	82	18
2900	4	10	1	97	4	25	2
2901	4	53	1	1	1	4	56
2902	5	1	2	12	9	4	10
2903	16	18	21	49	76	17	152
2904	16	24	21	27	75	59	219
2905	16	24	21	78	47	40	45
2906	16	24	43	27	47	22	67
2907	16	75	21	32	75	22	134
2908	18	22	18	1	11	13	179
2909	18	22	18	22	115	69	179
2910	18	22	26	59	11	38	169
2911	32	5	56	14	9	82	299
2912	49	84	47	13	155	57	2
2913	58	18	46	27	47	29	67
2914	64	63	2	13	148	82	23
2915	78	9	2	1	2	1	18
2916	78	84	47	13	65	57	2
2917	85	84	47	13	166	57	2
2918	85	84	47	13	166	57	116
2919	93	10	21	27	118	17	67
2920	93	18	21	27	53	107	67
2921	101	1	11	1	1	1	13
2922	2	1	1	1	9	4	403
2923	2	1	2	1	1	1	10
2924	2	1	2	1	9	112	112
2925	2	1	2	1	4	1	8
2926	16	24	21	27	47	4	67
2927	2	3	2	2	6	7	4
2928	2	3	2	2	6	1	4
2929	2	1	1	171	164	102	13
2930	2	3	1	1	248	4	4
2931	2	1	1	1	12	4	4
2932	2	1	1	37	10	1	259
2933	69	19	90	20	108	21	148
2934	2	9	2	1	9	1	43
2935	2	1	2	1	4	131	4
2936	2	3	1	46	1	15	84
2937	2	3	1	14	1	15	168
2938	2	3	2	1	7	4	12
2939	2	1	1	1	6	4	19
2940	2	3	1	14	1	132	343
2941	17	19	28	20	268	18	52
2942	17	113	39	39	228	18	52
2943	2	52	2	1	12	1	34
2944	18	22	26	96	233	38	51
2945	4	1	1	1	21	1	373
2946	4	1	205	1	27	4	199
2947	2	6	1	3	293	1	77
2948	3	3	1	1	1	1	51
2949	2	1	11	1	7	1	378
2950	16	45	206	27	78	22	200
2951	3	1	1	1	9	4	379
2952	2	1	2	1	1	139	91
2953	17	19	69	39	110	18	148
2954	138	1	1	6	7	1	12
2955	2	6	1	3	309	4	15
2956	14	1	198	1	135	4	12
2957	42	22	63	22	86	52	99
2958	3	1	17	1	20	10	25
2959	10	3	1	1	11	10	9
2960	1	1	1	1	1	1	173
2961	1	55	1	1	21	13	1
2962	4	6	1	3	12	4	19
2963	2	1	1	1	4	2	4
2964	16	18	45	189	78	22	35
2965	1	1	1	1	1	1	18
2966	18	15	56	110	193	141	169
2967	2	1	1	1	237	4	13
2968	2	1	2	1	10	4	408
2969	2	1	199	1	4	4	4
2970	2	3	1	1	4	1	304
2971	2	5	1	1	10	1	16
2972	2	6	198	3	8	1	15
2973	2	122	5	1	17	4	42
2974	4	1	2	1	12	4	46
2975	4	1	2	52	1	46	7
2976	16	18	43	27	47	29	74
2977	16	24	21	53	310	17	67
2978	16	64	21	27	50	60	67
2979	17	19	39	20	271	18	162
2980	17	19	149	39	202	120	162
2981	17	19	175	39	108	21	52
2982	2	1	2	1	74	1	12
2983	2	5	1	1	1	1	89
2984	3	1	1	1	27	5	353
2985	2	83	1	1	270	4	224
2986	4	1	1	3	311	1	54
2987	2	1	1	1	1	4	68
2988	16	24	21	27	83	60	404
2989	16	58	30	38	229	22	45
2990	159	3	1	3	3	1	19
2991	3	1	65	1	9	1	56
2992	28	24	21	53	137	157	67
2993	16	24	21	27	47	30	67
2994	16	18	21	27	47	22	67
2995	28	24	21	38	312	22	281
2996	16	18	217	27	47	22	67
2997	2	78	1	1	12	6	68
2998	2	1	218	1	7	8	24
2999	2	1	1	39	10	1	5
3000	3	124	6	1	7	4	38
3001	3	129	1	1	1	1	4
3002	54	3	1	1	1	1	405
3003	4	1	1	1	313	10	9
3004	1	1	1	190	1	1	1
3005	2	1	1	20	1	7	4
3006	69	19	90	20	125	18	406
3007	16	130	21	40	44	158	67
3008	2	1	2	34	3	4	59
3009	65	59	86	79	260	81	209
3010	2	1	1	1	9	1	407
3011	42	22	26	22	314	20	51
3012	2	1	1	1	7	5	181
3013	18	22	26	64	7	52	99
3014	2	6	1	1	1	1	38
3015	16	24	45	32	39	17	73
3016	16	98	21	27	84	22	67
3017	7	3	1	1	1	1	14
3018	14	3	1	1	247	4	4
3019	18	15	55	22	172	13	51
3020	2	1	169	12	9	4	40
3021	65	59	86	191	260	81	209
3022	4	1	6	12	6	2	12
3023	2	3	1	1	1	1	14
3024	2	9	2	1	13	159	10
3025	2	1	167	1	1	1	410
3026	42	22	56	16	32	13	411
3027	2	1	2	144	10	1	412
3028	17	19	66	39	315	21	126
3029	16	62	21	27	55	22	67
3030	2	1	2	1	10	1	9
3031	160	1	1	6	7	1	12
3032	2	1	2	1	10	4	110
3033	4	1	2	52	1	45	7
3034	1	1	1	193	1	1	1
3035	2	1	108	3	4	161	421
3036	50	19	92	39	100	21	125
3037	1	1	1	1	324	1	1
3038	2	1	1	1	1	7	23
3040	2	1	1	1	7	4	61
3041	2	1	1	1	9	1	89
3042	2	1	1	1	9	1	139
3043	2	1	1	1	9	1	415
3044	2	1	1	1	9	45	93
3045	2	1	1	3	89	4	4
3046	2	1	1	82	7	1	12
3047	2	1	2	1	10	4	420
3048	2	1	2	1	60	160	2
3049	2	1	2	1	325	1	68
3050	2	1	220	1	10	1	31
3051	2	1	225	2	5	1	36
3052	2	3	1	1	9	7	61
3053	2	3	2	2	6	4	418
3054	2	3	87	1	318	1	26
3055	2	6	1	3	10	1	34
3056	2	6	2	1	9	27	375
3057	2	6	221	1	1	1	4
3058	2	6	222	1	140	25	19
3059	2	9	2	1	13	1	413
3060	2	24	21	27	44	22	85
3061	2	47	1	1	7	2	4
3062	3	1	1	1	316	1	43
3063	3	1	35	3	3	4	39
3064	3	20	2	1	1	4	18
3065	3	132	1	1	316	1	43
3066	4	1	1	1	7	1	4
3067	4	1	1	1	7	8	13
3068	4	1	1	1	12	1	38
3069	4	1	1	2	319	4	100
3070	4	1	20	1	7	11	24
3071	4	3	1	1	9	4	14
3072	4	4	1	97	27	7	4
3073	5	1	2	12	9	4	38
3074	10	1	2	34	12	4	59
3075	10	3	224	18	1	44	39
3076	16	18	21	27	155	22	417
3077	16	18	21	27	203	22	67
3078	16	18	21	33	323	40	416
3079	16	18	21	194	53	17	75
3080	16	18	219	27	54	22	85
3081	16	18	226	27	39	22	67
3082	16	24	21	27	42	17	67
3083	16	24	21	27	53	22	67
3084	16	24	21	27	317	22	178
3085	16	24	21	44	321	22	67
3086	16	24	21	53	50	33	207
3087	16	24	43	49	47	30	71
3088	16	24	227	91	194	22	124
3089	16	32	21	192	47	22	67
3090	16	45	223	132	47	17	67
3091	17	19	39	39	202	21	126
3092	18	22	18	16	115	13	192
3093	18	22	26	61	115	13	419
3094	28	98	21	40	38	17	251
3095	29	24	46	27	320	22	341
3096	71	1	1	35	16	4	4
3098	163	1	1	6	7	1	12
3099	164	1	2	1	7	4	182
3100	2	1	1	1	232	1	422
3101	16	62	21	195	326	22	67
3102	162	1	1	1	21	1	35
3103	16	18	21	49	47	22	423
3104	16	24	109	27	39	22	67
3105	16	24	21	38	47	22	74
3106	2	1	5	20	17	21	42
3107	165	22	228	64	327	92	51
3108	2	2	1	1	7	1	24
3109	25	4	1	1	20	1	22
3110	18	23	85	61	328	105	228
3111	2	1	2	1	7	4	5
3112	18	22	55	89	11	41	4
3113	31	1	1	1	3	1	64
3114	16	24	36	27	47	22	424
3115	167	22	18	22	115	37	179
3116	10	3	1	1	1	10	9
3117	16	64	229	148	331	22	74
3118	169	1	2	1	1	7	4
3119	2	1	1	6	10	4	13
3120	18	22	123	61	333	166	425
3121	42	15	26	64	169	20	154
3122	16	18	21	27	57	93	75
3123	170	3	1	1	1	10	426
3124	10	3	20	1	1	10	427
3125	28	24	21	38	47	22	67
3126	2	1	1	1	9	4	193
3127	2	1	1	1	334	4	12
3128	1	1	1	1	1	1	86
3129	17	19	39	20	34	21	148
3130	2	6	158	5	11	1	15
3131	3	3	1	52	1	1	4
3132	2	1	1	37	10	1	9
3133	4	1	1	158	9	1	426
3134	16	24	21	27	47	22	361
3135	18	22	230	200	123	168	51
3136	2	3	2	1	1	85	56
3137	2	1	2	1	208	48	17
3138	14	1	2	1	7	1	23
3139	2	1	1	1	16	44	182
3140	2	5	1	1	1	4	9
3141	18	22	56	126	11	13	51
3142	42	22	26	64	107	38	49
3143	16	18	21	40	47	22	67
3144	16	18	21	38	54	22	105
3145	2	1	1	1	9	1	6
3146	2	1	231	1	7	5	181
3147	2	5	6	1	12	4	4
3148	16	24	21	33	92	66	85
3149	4	100	1	1	9	5	13
3150	16	45	42	27	132	66	251
3151	2	1	1	1	4	169	4
